YLR070C	NP_013171
YPR019W	NP_015344
YPL228W	NP_015096
YPR190C	NP_015516
YGR041W	NP_011555
YDR353W	NP_010640
YHR097C	NP_011965
YPL047W	NP_015278
YPL014W	NP_015311
YGR007W	NP_011521
YML116W	NP_013591
YOL137W	NP_014504
YGL155W	NP_011360
YER061C	NP_010983
YKL214C	NP_012708
YPL119C	NP_015206
YDL125C	NP_010158
YHR186C	NP_012056
YKL011C	NP_012914
YLL019C	NP_013081
YNL257C	NP_014142
YGL199C	
YJR092W	NP_012625
YDR010C	
YBL059W	NP_009494
YBR291C	NP_009850
YPL189C-A	NP_878179
YDR262W	NP_010548
YFL012W	NP_116643
YLR078C	NP_013179
YDR072C	NP_010357
YDR179C	NP_010464
YKL153W	
YOR108C-A	
YGR220C	NP_011736
YIL053W	NP_012211
YMR161W	NP_013884
YER011W	NP_010927
YDR258C	NP_010544
YDR467C	
YGL162W	NP_011353
YNL243W	NP_014156
YBR234C	NP_009793
YNL047C	NP_014351
YKL038W	NP_012886
YFL053W	NP_116602
YOR200W	
YKR060W	NP_012986
YPR200C	NP_015526
YLR411W	NP_013515
YLR318W	NP_013422
YHR150W	NP_012020
YGL219C	NP_011296
YFL009W	NP_116585
YBR045C	NP_009601
YMR039C	NP_013753
YKL195W	NP_012726
YPR127W	NP_015452
YPL188W	NP_015136
YGL147C	NP_011368
YDR217C	NP_010503
YML015C	NP_013697
YJR126C	NP_012660
YPR026W	NP_015351
YHR073W	NP_011940
YMR274C	NP_014001
YMR008C	NP_013721
YHR125W	
YER119C-A	
YDL227C	NP_010054
YOR197W	NP_014840
YDR034C-C	NP_058139
YNL081C	NP_014318
YKL096W-A	NP_012826
YDR532C	NP_010821
YNL319W	
YDR049W	NP_010334
YBR113W	
YKL170W	NP_012751
YJL043W	NP_012492
YGL047W	NP_011468
YLR006C	NP_013106
YHR079C	NP_011946
YPR171W	NP_015497
YML063W	NP_013648
YLR178C	NP_013279
YHL029C	NP_011834
YJL090C	NP_012445
YBR008C	NP_009562
YDR372C	NP_010660
YOR184W	NP_014827
YHR218W	NP_012090
YMR203W	NP_013930
YBL006W-A	
YIR008C	NP_012273
YBL024W	NP_009529
YDR317W	NP_010603
YOL166C	
YJL087C	NP_012448
YJL038C	NP_012496
YDR043C	NP_010328
YHR028C	NP_011893
YOR340C	NP_014985
YCL044C	NP_009886
YEL072W	NP_010842
YFR022W	NP_116677
YIR010W	NP_012275
YBL008W	NP_009545
YMR178W	NP_013903
YOL008W	NP_014635
YHR017W	NP_011881
YKR101W	NP_013027
YMR095C	NP_013813
YHR198C	NP_012068
YOR076C	NP_014719
YGL015C	NP_011500
YNL219C	NP_014180
YLR210W	NP_013311
YIL034C	NP_012230
YLR148W	NP_013249
YOR342C	NP_014987
YOL070C	NP_014571
YDL160C	NP_010121
YIL043C	NP_012221
YLR124W	
YGR231C	NP_011747
YPR202W	NP_015528
YGR034W	NP_011548
YMR266W	NP_013993
YNL021W	NP_014377
YPL107W	NP_015218
YGR088W	NP_011602
YHR173C	
YCR063W	NP_009990
YHR073W-A	
YDL048C	NP_010235
YML092C	NP_013618
YPR097W	NP_015422
YBR201C-A	NP_001032571
YNL056W	NP_014342
YAL020C	NP_009382
YDL025C	NP_010259
YDL243C	NP_010038
YFL017C	NP_116637
YGL197W	NP_011318
YLR256W-A	NP_058173
YHR092C	NP_011960
YLL011W	NP_013090
YDR379C-A	NP_076888
YDR113C	NP_010398
YLR189C	NP_013290
YNR074C	NP_014472
YOL159C	NP_014483
YDL247W	NP_010034
YFL028C	NP_116625
YML032C	NP_013680
YBR256C	NP_009815
YOR081C	NP_014724
YLR442C	NP_013547
YPL024W	NP_015301
YMR257C	NP_013984
YDL219W	NP_010062
YKL122C	NP_012800
YKR040C	
YDL080C	NP_010203
YGL240W	NP_011274
YEL001C	NP_010915
YLR374C	
YPR168W	NP_015494
YDL034W	
YHR109W	NP_011977
YJL060W	NP_012475
YPL061W	NP_015264
YDR223W	NP_010509
YER174C	NP_011101
YGR104C	NP_011618
YLR240W	NP_013341
YPR062W	NP_015387
YDR402C	NP_010690
YLR037C	NP_013138
YMR146C	NP_013866
YGR241C	NP_011757
YGL062W	NP_011453
YPR057W	NP_015382
YIL012W	
YDR156W	NP_010440
YJR113C	NP_012647
YLR416C	
YPR131C	NP_015456
YLR029C	NP_013129
YMR155W	NP_013876
YNL180C	NP_014219
YGR164W	
YOL106W	
YIL140W	NP_012126
YIL171W-A	
YDR272W	NP_010558
YDR114C	NP_010399
YOR238W	NP_014881
YPR077C	
YKL142W	NP_012780
YLR139C	NP_013240
YNR044W	NP_014442
YPR009W	NP_015334
YHR032W	NP_011897
YDR429C	NP_010717
YGL079W	NP_011436
YNR031C	NP_014428
YHR084W	NP_011952
YOR004W	NP_014646
YMR086C-A	
YMR233W	NP_013960
YMR244W	NP_013971
YLL010C	NP_013091
YNL188W	NP_014211
YKL156C-A	
YNL104C	NP_014295
YIL005W	NP_012261
YOR365C	NP_015010
YNR030W	NP_014427
YBR265W	NP_009824
Q0055	NP_009309
YGL131C	NP_011384
YDL162C	
YDR246W-A	NP_878065
YHR033W	NP_011898
YNR040W	NP_014438
YNR034W	NP_014432
YEL076C	NP_010837
YHL046W-A	
YDL071C	
YOR173W	NP_014816
YOR337W	NP_014982
YGL104C	NP_011411
YNL181W	NP_014218
YDR164C	NP_010448
YGR243W	NP_011759
YOR107W	NP_014750
YDR464W	NP_010752
YGR210C	NP_011726
YLR012C	NP_013112
YOR168W	NP_014811
YLR054C	NP_013155
YNL002C	NP_014396
YHR193C	NP_012063
YNL294C	NP_014105
YOR005C	NP_014647
YPR147C	NP_015473
YBR092C	NP_009650
YJL028W	NP_012506
YOR242C	NP_014885
YLR077W	NP_013178
YCR081W	NP_010004
YOR396C-A	
YLR458W	
YBL040C	NP_009513
YJR127C	NP_012661
YJL176C	NP_012359
YLR453C	NP_013558
YCR007C	NP_009933
YHR128W	NP_011996
YOR297C	NP_014940
YDR225W	NP_010511
YPR020W	NP_015345
YJR003C	NP_012536
YIL101C	NP_012165
YHR136C	NP_012004
YPR114W	NP_015439
YPL189W	NP_015135
YJL056C	NP_012479
YPR169W-A	
YLR264C-A	NP_878129
YPL247C	NP_015077
YDR482C	NP_010770
YJL122W	NP_012413
YBL058W	NP_009495
YLL039C	NP_013061
YKL107W	NP_012815
YCL017C	NP_009912
YER085C	NP_011008
YMR186W	NP_013911
YCR065W	NP_009991
YOR388C	NP_015033
YLR002C	NP_013102
YFL045C	NP_116609
YPR091C	NP_015416
YOL083W	NP_014558
YLR307C-A	NP_878131
YDR366C	NP_010654
Q0065	NP_009307
YER190C-A	
YDR545C-A	
YNL020C	NP_014378
YGL125W	NP_011390
YKR038C	NP_012964
YDL215C	NP_010066
YLR354C	NP_013458
YCR022C	
YFR008W	NP_116663
YDR284C	NP_010570
YFL013C	NP_116641
YKL051W	NP_012873
YPR174C	NP_015500
YMR091C	NP_013809
YJL143W	NP_012392
YDR112W	
YGR057C	NP_011571
YKL194C	NP_012727
YLR308W	NP_013411
YBR065C	NP_009621
YMR029C	NP_013742
YHL042W	NP_011821
YPR121W	NP_015446
YNL068C	NP_014331
YLR156C-A	NP_878122
YLR156C-A	NP_878127
YLR156C-A	NP_878126
YLR156C-A	NP_878123
YGL157W	NP_011358
YGL178W	NP_011337
YMR148W	NP_013868
YML058W	NP_013653
YLR249W	NP_013350
YGR019W	NP_011533
YJL049W	NP_012486
YBR263W	NP_009822
YOR249C	NP_014892
YBL097W	NP_009455
YCR020W-B	NP_009949
YPR044C	
YDR286C	NP_010572
YDR170W-A	NP_010455
YLR342W-A	NP_878133
YGR027W-A	NP_058159
YBL043W	NP_009510
YLR018C	NP_013118
YMR076C	NP_013793
YOR251C	NP_014894
YAR070C	
YBR124W	
YJR135W-A	NP_058168
YOR186W	NP_014829
YDR083W	NP_010368
YOR011W-A	NP_878167
YOR267C	NP_014910
YLR109W	NP_013210
YOR032C	NP_014675
YOR091W	NP_014734
YKR059W	NP_012397
YKR059W	NP_012985
YBR205W	NP_009764
YLR316C	NP_013420
YDR406W-A	
YLR292C	NP_013395
YCR044C	NP_009973
YLR216C	NP_013317
YDR046C	NP_010331
YGR069W	
YJL092W	NP_012443
YDR096W	NP_010381
YML018C	NP_013694
YLR445W	NP_013550
YOR138C	NP_014781
YOR369C	NP_015014
YGR246C	NP_011762
YJR145C	NP_012679
YJR145C	NP_012073
YJR138W	NP_012672
YHR059W	NP_011926
YLR138W	NP_013239
YHL009W-B	NP_058133
YDR098C-B	NP_058140
YNL156C	NP_014243
YNL106C	NP_014293
YNL286W	NP_014113
YNL093W	NP_014306
YIL040W	NP_012224
YKL104C	NP_012818
YLR186W	NP_013287
YDR425W	NP_010713
YGL134W	NP_011381
YJR094W-A	NP_012628
YJR094W-A	NP_015368
YDR293C	NP_010579
YBL113W-A	
YNR015W	NP_014412
YKL006W	NP_012920
YLR456W	NP_013561
YDR448W	NP_010736
YIL166C	NP_012100
YDR097C	NP_010382
YER184C	NP_011111
YJL047C-A	NP_878105
YJL066C	NP_012469
YKL095W	NP_012828
YLR368W	NP_013472
YOR194C	NP_014837
YGR060W	NP_011574
YHR041C	NP_011907
YBR115C	NP_009673
YCR097W	NP_010021
YBR147W	NP_009705
YFL003C	NP_116652
YHR086W	NP_011954
YOL120C	NP_014098
YOL120C	NP_014521
YML079W	NP_013632
YOR125C	NP_014768
YLR065C	NP_013166
YNL298W	NP_014101
YPL134C	NP_015191
YER078C	NP_011001
YGL225W	NP_011290
YLR129W	NP_013230
YNL224C	NP_014175
YNL122C	NP_014277
YGL066W	NP_011449
YCL067C	NP_010020
YCL067C	NP_009868
YCL067C	NP_009866
YNL217W	NP_014182
YGL063W	NP_011452
YML030W	NP_013682
YPL152W-A	NP_878180
YAL039C	NP_009361
YOR261C	NP_014904
YLR191W	NP_013292
YMR316W	NP_014047
YCR027C	NP_009956
YDL046W	NP_010237
YER125W	NP_011051
YMR263W	NP_013990
YOL113W	NP_014528
YAL001C	NP_009400
YDR517W	NP_010805
YBR197C	NP_009756
YDR192C	NP_010478
YJR132W	NP_012666
YER021W	NP_010938
YGL034C	
YKL014C	NP_012911
YDL106C	NP_010177
YGR197C	NP_011713
YDR365C	NP_010653
YNL280C	NP_014119
YCR030C	NP_009959
YDL154W	NP_010127
YDR505C	NP_010793
YGL033W	NP_011482
YMR211W	NP_013938
YBR221W-A	NP_878054
YBL036C	NP_009517
YGL202W	NP_011313
YIL176C	NP_012312
YIL176C	NP_012093
YOL147C	NP_014494
YPR178W	NP_015504
YFR007W	NP_116662
YEL008W	
YGR072W	NP_011586
YER022W	NP_010939
YNL069C	NP_014330
YIL118W	NP_012148
YJR008W	NP_012541
YKL217W	NP_012705
YAR060C	
YCL010C	NP_009917
YNL303W	
YPL036W	NP_015289
YJR024C	NP_012558
YBR042C	NP_009598
YAL047C	NP_009352
YER056C-A	NP_010977
YFR011C	NP_116666
YDR256C	NP_010542
YFL065C	NP_116590
YNL287W	NP_014112
YAL065C	NP_009335
YGR103W	NP_011617
YLR061W	NP_013162
YLR171W	
YGR161W-A	NP_058164
YGR161W-A	NP_058157
YOR281C	NP_014924
YBR162C	NP_009720
YJL078C	NP_012457
YMR114C	NP_013832
YJL152W	
YGR251W	NP_011767
YJL067W	
YBR094W	NP_009652
YDR118W-A	
YGR065C	NP_011579
YGR031C-A	NP_001027023
YEL017C-A	NP_010898
YGL251C	NP_011263
YOR260W	NP_014903
YKL021C	NP_012904
YKR028W	NP_012953
YOR374W	NP_015019
YHL026C	NP_011837
YNR062C	NP_014460
YHR014W	NP_011878
YCR028C	NP_009957
YDL015C	NP_010269
YJL102W	NP_012433
YCR016W	NP_009942
YER058W	NP_010979
YER149C	NP_011076
YJL147C	NP_012388
YDL035C	NP_010249
YDR533C	NP_010822
YGL222C	NP_011293
YDL090C	NP_010193
YBR177C	NP_009736
YJL034W	NP_012500
YML012C-A	
YNR059W	NP_014457
YOR034C-A	NP_878170
YGR156W	NP_011672
YLR066W	NP_013167
YBR125C	NP_009683
YOR376W	
YBR173C	NP_009732
YCL023C	
YHR057C	NP_011924
YAL051W	NP_009349
YOL162W	NP_014480
YOR077W	NP_014720
YLR234W	NP_013335
YDR198C	NP_010484
YJR124C	NP_012658
YHR107C	NP_011975
YER112W	NP_011037
YLL066C	NP_013034
YCL026C-A	NP_009904
YLR174W	NP_013275
YCR018C-A	
YGR108W	NP_011622
YDR346C	NP_010633
YDL232W	NP_010049
YDR091C	NP_010376
YER165C-A	
YKR092C	NP_013018
YLR269C	
YEL069C	NP_010845
YLR117C	NP_013218
YLR385C	NP_013489
YBR250W	NP_009809
YDR143C	NP_010427
YER185W	NP_011112
YGL007W	
YAL031C	NP_009371
YNR075C-A	NP_878159
YOL013C	NP_014630
YGR139W	
YLR089C	NP_013190
YKL222C	NP_012700
YKL155C	NP_012767
YGR154C	NP_011670
YNL277W	NP_014122
YOL061W	NP_014580
YDL014W	NP_010270
YFR013W	NP_116668
YCL064C	NP_001018030
YDR493W	NP_010781
YLR345W	NP_013449
YGL022W	NP_011493
YLR192C	NP_013293
YOR265W	NP_014908
YCL019W	NP_009909
YDR031W	NP_010314
YOR333C	
YDL190C	NP_010091
YKR083C	NP_013009
YBR141C	NP_009699
YAL008W	NP_009394
YDR453C	NP_010741
YDR191W	NP_010477
YDR490C	NP_010778
YER107W-A	
YLR459W	NP_013564
YNL193W	NP_014206
YHR099W	NP_011967
YLR360W	NP_013464
YKL070W	NP_012853
YPR170W-B	NP_001106949
YKL145W-A	
YOR142W	NP_014785
YDR304C	NP_010590
YLR430W	NP_013534
YPL020C	NP_015305
YHL023C	NP_011840
YLR165C	NP_013266
YOR283W	NP_014926
YMR052C-A	
YJR054W	NP_012588
YOR053W	
YER084W-A	
YHL005C	
YMR255W	NP_013982
YDR029W	
YDR033W	NP_010316
YPL154C	NP_015171
YNL043C	
YDR253C	NP_010539
YAL032C	NP_009370
YNL241C	NP_014158
YNL014W	NP_014384
YEL011W	NP_010905
YNL291C	NP_014108
YDL140C	NP_010141
YLR079W	NP_013180
YMR104C	NP_013822
YOR348C	NP_014993
YOR097C	NP_014740
Q0143	
YOR072W-B	NP_878171
YHR103W	NP_011971
YOL126C	NP_014515
YOL107W	NP_014534
YHR026W	NP_011891
YGL061C	NP_011454
YGR028W	NP_011542
YMR141W-A	
YJL089W	NP_012446
YKL116C	NP_012806
YHR134W	NP_012002
YOR022C	NP_014665
YBR228W	NP_009787
YNL320W	NP_014079
YGR123C	NP_011639
YBR269C	NP_009828
YMR220W	NP_013947
YLR290C	NP_013393
YMR188C	NP_013913
YNL258C	NP_014141
YNL075W	NP_014324
YPR159W	NP_015485
YMR198W	NP_013925
YHR089C	NP_011957
YBR194W	NP_009753
YBR190W	
YNR018W	NP_014415
YAL044C	NP_009355
YKL197C	NP_012724
YKL139W	NP_012783
YGR138C	NP_011654
YHR129C	NP_011997
YLR436C	NP_013540
YOR253W	NP_014896
YNL268W	NP_014131
YIL105C	NP_012161
YDL029W	NP_010255
YDR403W	NP_010691
YOR132W	NP_014775
YPR160C-A	
YCL026C-B	NP_065436
YPR092W	
YDR525W-A	NP_010814
YPL255W	NP_015068
YEL012W	NP_010904
YOR192C	NP_014835
YGL229C	NP_011285
YER065C	NP_010987
YPR194C	NP_015520
YOL005C	NP_014638
YML052W	NP_013660
YML064C	NP_013647
YHL019C	NP_011844
YBR167C	NP_009726
YHL046C	NP_011817
YPR176C	NP_015502
YFL016C	NP_116638
YLR383W	NP_013487
YJL062W	NP_012473
YDR140W	NP_010424
YNL252C	NP_014147
YLR048W	NP_013149
YGR282C	NP_011798
YEL033W	NP_010881
YMR196W	NP_013923
YOR205C	NP_014848
YLR299W	NP_013402
YER056C	NP_010976
YBR188C	NP_009747
YHR178W	NP_012048
YOR195W	NP_014838
YER114C	NP_011039
YOR192C-C	NP_878173
YJL191W	NP_012344
YGL258W	NP_011256
YIL002C	NP_012264
YDR518W	NP_010806
YKR021W	NP_012946
YLR328W	NP_013432
YKL173W	NP_012748
YBL003C	NP_009552
YNR013C	NP_014410
YJR077C	NP_012611
YDR376W	NP_010664
YJL120W	
YPR078C	NP_015403
YGL058W	NP_011457
YFL005W	NP_116650
YMR284W	NP_014011
YML061C	NP_013650
YJL139C	NP_012396
Q0045	NP_009305
YDL129W	NP_010154
YLR449W	NP_013554
YAL037C-B	
YLR021W	NP_013121
YDL007W	NP_010277
YOR145C	NP_014788
YMR317W	NP_014050
YKR069W	NP_012995
YOR287C	NP_014930
YIL122W	NP_012144
YHR071C-A	
YPL218W	NP_015106
YGR296C-B	NP_001073292
YPR037C	NP_015362
YLR080W	NP_013181
YJR149W	NP_012683
YJL145W	NP_012390
YKL036C	
YPR198W	NP_015524
YNR052C	NP_014450
YHR098C	NP_011966
YOR244W	NP_014887
YMR314W	NP_014045
YLR173W	NP_013274
YHR190W	NP_012060
YPL097W	NP_015228
YNL115C	NP_014284
YLR103C	NP_013204
YBR112C	NP_009670
YNL247W	NP_014152
YLR123C	
YOR345C	
YNR065C	NP_014463
YER014C-A	NP_076437
YKL132C	NP_012790
YPL222W	NP_015102
YKL012W	NP_012913
YLR395C	NP_013499
YHR141C	NP_012010
YHR141C	NP_014237
YAL041W	NP_009359
YBL052C	NP_009501
YCL045C	NP_009884
YNL011C	NP_014387
YDL135C	NP_010146
YMR237W	NP_013964
Q0032	
YOR020W-A	NP_878168
YOR054C	NP_014697
YMR158C-A	NP_013880
Q0070	NP_009306
YGR214W	NP_011730
YIR021W-A	NP_878100
YGR046W	NP_011560
YGR224W	NP_011740
YMR130W	NP_013849
YLR455W	NP_013560
YDR308C	NP_010594
YJL153C	NP_012382
YGL259W	NP_011255
YKR036C	NP_012962
YIR030W-A	
YDR320C	NP_010606
YIL047C-A	
YBR035C	NP_009591
YCR002C	NP_009928
YOR192C-A	NP_058186
YDR244W	NP_010530
YAL016W	NP_009386
YER097W	
Q0275	NP_009328
YPR093C	NP_015418
YMR239C	NP_013966
YLR163C	NP_013264
YDL072C	NP_010211
YPL190C	NP_015134
YHR199C-A	NP_976247
YER059W	NP_010980
YBR207W	NP_009766
YIL049W	NP_012215
YBR069C	NP_009625
YML073C	NP_013638
YLR084C	NP_013185
YGL215W	NP_011300
YPR066W	NP_015391
YOR135C	
YNL202W	NP_014197
YOR161C-C	NP_878172
YPL143W	NP_015182
YLR099C	NP_013200
YDR092W	NP_010377
YOR080W	NP_014723
YNL277W-A	NP_878151
YCL073C	NP_009863
YNL133C	NP_014266
YJL053W	NP_012482
YJL167W	NP_012368
YIL097W	NP_012169
YOR198C	NP_014841
YNR025C	
YLR014C	NP_013114
YLL065W	
YNL101W	NP_014298
YGL241W	NP_011273
YML055W	NP_013657
YHR143W-A	NP_012013
YLL050C	NP_013050
YFL052W	NP_116603
YML035C	NP_013677
YGR133W	NP_011649
YDR357C	NP_010644
YDR023W	NP_010306
YDR006C	NP_010289
YPL280W	NP_015043
YNL256W	NP_014143
YML100W	NP_013608
YHR197W	NP_012067
YER098W	NP_011024
YDR401W	
YNL325C	NP_014074
YDL244W	NP_010037
YGL204C	
YBR128C	NP_009686
YGL168W	NP_011347
YFR010W-A	
YPL258C	NP_015065
YDR540C	NP_010829
YNL216W	NP_014183
YIL036W	NP_012228
YDL082W	NP_010201
YJL215C	
YOR282W	
YPL096C-A	NP_690846
YLR307W	NP_013410
YML119W	NP_013587
YPL273W	NP_015050
YCL066W	NP_009869
YCL066W	NP_009867
YPL201C	NP_015123
YLR046C	NP_013147
YDR316W-A	NP_058166
YDR316W-A	NP_058151
YDR316W-A	NP_058156
YDR316W-A	NP_013766
YHR003C	NP_011866
YFL019C	
YKR085C	NP_013011
YPL025C	
YPR041W	NP_015366
YJL050W	NP_012485
YHR171W	NP_012041
YLR154C-G	NP_878121
YLR051C	NP_013152
YER116C	NP_011041
YOR136W	NP_014779
YOL086W-A	NP_076910
YBL113C	NP_009437
YOR202W	NP_014845
YPR016W-A	
YHR219C-A	
YLR364W	NP_013468
YNL054W	NP_014344
YGR137W	
YBR153W	NP_009711
YGR142W	NP_011658
YOL023W	NP_014619
YKL186C	NP_012735
YOL165C	NP_014477
YDR221W	NP_010507
YGR264C	NP_011780
YDL184C	NP_010148
YDL184C	NP_010097
YDR206W	NP_010492
YKL198C	NP_012723
YLR112W	
YBL037W	NP_009516
YDR504C	NP_010792
YBL083C	
YJR152W	NP_012686
YPR042C	NP_015367
YBR191W-A	
YBR085W	NP_009642
YDR215C	
YKL076C	
YER068C-A	
YKL106W	NP_012816
YBR281C	NP_009840
YDL153C	NP_010128
YBL078C	NP_009475
YDL150W	NP_010131
YLL001W	NP_013100
YOL136C	NP_014505
YER036C	NP_010953
YGL052W	
YDR398W	NP_010686
YNL168C	NP_014231
YGR038W	NP_011552
YIL077C	NP_012188
YDR053W	
YKR031C	NP_012956
YMR153W	NP_013873
YPL266W	NP_015057
YPL279C	NP_015044
YPL264C	NP_015059
YHR132C	NP_012000
YER115C	NP_011040
YLR336C	NP_013440
YDR101C	NP_010386
YDR441C	NP_010729
YMR121C	NP_013840
YHL014C	NP_011849
YIL054W	
YMR312W	NP_014043
YMR164C	NP_013887
YOR382W	NP_015027
YLR141W	NP_013242
YOR214C	NP_014857
YJL030W	NP_012504
YDR410C	NP_010698
YDR498C	NP_010786
YJR096W	NP_012630
YOR335C	NP_014980
YGL059W	NP_011456
YNL017C	
YMR051C	NP_058166
YMR051C	NP_058151
YMR051C	NP_058156
YMR051C	NP_013766
YNL087W	NP_014312
YHR015W	NP_011879
YJL177W	NP_012358
YDR502C	NP_010790
YGL037C	NP_011478
YDR359C	NP_010646
YLR073C	NP_013174
YLR227W-B	NP_058171
YAR018C	NP_009410
YJR076C	NP_012610
YCR105W	NP_010030
YJR057W	NP_012591
YOR112W	NP_014755
YKL045W	NP_012879
YBR121C-A	
YBR258C	NP_009817
YHR162W	NP_012032
YPR074C	NP_015399
YFR020W	
YLR262C-A	NP_013364
YML013W	NP_013699
YGR014W	NP_011528
YGR217W	NP_011733
YPL003W	NP_015322
YLR017W	NP_013117
YML089C	
YLR297W	NP_013400
YNL165W	NP_014234
YDL169C	NP_010112
YMR319C	NP_014052
YMR119W-A	
YEL014C	
YDL127W	NP_010156
YDL136W	NP_010090
YDL136W	NP_010145
YOR152C	NP_014795
YDL216C	NP_010065
YBR068C	NP_009624
YFR028C	NP_116684
YHR126C	NP_011994
YHR008C	NP_011872
YDR261C-C	NP_058149
YOL001W	NP_014642
YML111W	NP_013596
YMR016C	NP_013729
YKL023W	NP_012902
YBL017C	NP_009536
YBR133C	NP_009691
YGR229C	NP_011745
YDR015C	
YOR092W	NP_014735
YJL127C	NP_012408
YER138W-A	NP_011065
YNR010W	NP_014407
YDR047W	NP_010332
YJR119C	NP_012653
YPL001W	NP_015324
YER078W-A	NP_878068
YMR247W-A	NP_878148
YOR381W	NP_015026
YBR159W	NP_009717
YDR249C	NP_010535
YGR158C	NP_011674
YOR350C	NP_014995
YOR210W	NP_014853
YNL105W	
YKL174C	NP_012747
YLR058C	NP_013159
YLR403W	NP_013507
YLR028C	NP_013128
YLR286C	NP_013388
YDL044C	NP_010240
YBR274W	NP_009833
YEL032C-A	
YER081W	NP_011004
YMR179W	NP_013904
YNL305C	NP_014094
YDR148C	NP_010432
YCR081C-A	
YER067C-A	
YJL059W	NP_012476
YEL044W	NP_010870
YIL130W	NP_012136
YFR052C-A	
YGL108C	NP_011407
YBL066C	NP_009487
YBL051C	NP_009502
YGL023C	NP_011492
YOR351C	NP_014996
YFR035C	NP_116693
YDR042C	NP_010327
YJR068W	NP_012602
