Parameter,Dyn infl,Reactions
kf49,1.030216266,Net_RasGTP_Production
kf50,0.508600736,Net_RasGAP_Phosphorylation
kf51,0.909588206,Net_Raf_Activation
kf52,0.821908424,Net_MEK_Activation
kf54,0.843609628,Net_SOS_ST_Phosphorylation
kf55,0.948861406,Net_Gab1_ST_Phosphorylation
kf63,0.78818642,Net_E13_Phosphorylation
kf64,0.229863477,Net_E14_Phosphorylation
kf81,0.35682596,Net_E1_ST_Phosphorylation
kf82,0.751101836,Net_E2_ST_Phosphorylation
kf83,0.579904419,Net_E4_ST_Phosphorylation
kf84,0.451476835,Net_E_E1_ST_Phosphorylation
kf85,0.677956604,Net_H_E4_ST_Phosphorylation
koff16,0.313033488,Net_E11PGrb2_binding
koff17,0.260326687,Net_E11PShc_binding
koff18,0.251304827,Net_E11PRasGAP_binding
koff19,0.274790909,Net_E12PGrb2_binding
koff20,0.235100284,Net_E12PShc_binding
koff21,0.193989686,Net_E12PRasGAP_binding
koff22,0.557717208,Net_E23PGrb2_binding
koff23,0.564759995,Net_E23PShc_binding
koff24,0.559081216,Net_E23PPI3K_binding
koff25,0.777526157,Net_E23PRasGAP_binding
koff26,0.64359758,Net_E34PGrb2_binding
koff27,0.347725352,Net_E34PShc_binding
koff28,0.344216077,Net_E34PPI3K_binding
koff29,0.349777337,Net_E34PRasGAP_binding
koff30,0.090651368,Net_E24PGrb2_binding
koff31,0.090660361,Net_E24PShc_binding
koff32,0.080296246,Net_E24PPI3K_binding
koff33,0.100196181,Net_E24PRasGAP_binding
koff34,0.097998517,Net_E44PRasGAP_binding_1
koff35,0.104709813,Net_E44PShc_binding
koff36,0.103375269,Net_E44PPI3K_binding
koff37,0.122163007,Net_E44PRasGAP_binding_2
koff4,0.467147238,ErbB1_Dimerization
koff40,0.931000776,Net_Grb2SOS_binding
koff41,0.555425464,Net_Grb2Gab1_binding
koff42,0.774016943,Net_ShcGrb2_binding
koff43,1.124000593,Net_Gab1Shc_binding
koff44,3.323718563,Net_Gab1PI3K_binding
koff45,0.691848496,Net_Gab1RasGAP_binding
koff46,2.790958319,Net_Gab1PIP3_binding
koff5,0.434804066,ErbB1ErbB2_Heterodimerization
koff57,1.538500374,Grb2_binding_to_P3_A
koff58,0.933204607,SOS_binding_to_SigAG
koff59,0.159865027,Gab1_binding_to_SigGO
koff6,0.734232488,ErbB2ErbB3_Heterodimerization
koff60,0.389966739,SOS_binding_to_SigGA
koff61,0.644273422,ErbB1ErbB3_Heterodimerization
koff62,0.245257281,ErbB1ErbB4_Heterodimerization
koff65,0.44030303,Net_E13Grb2_Binding
koff66,0.379405364,Net_E13Shc_Binding
koff67,0.379906074,Net_E13PI3K_Binding
koff68,0.377464986,Net_E13RasGAP_Binding
koff69,0.082392828,Net_E14Grb2_Binding
koff7,0.736292199,ErbB3ErbB4_Heterodimerization
koff70,0.096353952,Net_E14Shc_Binding
koff71,0.094228136,Net_E14PI3K_Binding
koff72,0.098809647,Net_E14RasGAP_Binding
koff73,0.586739767,Net_E11PTP1B_Binding
koff74,0.408176032,Net_E12PTP1B_Binding
koff75,2.076672039,Net_E23PTP1B_Binding
koff76,0.345492328,Net_E34PTP1B_Binding
koff77,0.351121601,Net_E24PTP1B_Binding
koff78,0.183623842,Net_E44PTP1B_Binding
koff79,0.696825839,Net_E13PTP1B_Binding
koff8,0.131802923,ErbB2ErbB4_Heterodimerization
koff80,0.095371587,Net_E14PTP1B_Binding
koff88,1.267164647,PTP1B_binding_to_SigAP
koff89,0.138808995,ERK_binding_to_MEKstar_1
koff9,0.188824042,ErbB4_Homodimerization
koff91,0.652930168,ERK_binding_to_MEKstar_2
koff93,0.585157827,ERKstar_binding_to_Phosphatase
koff95,0.316271021,pERK_binding_to_Phosphatase
kon1,0.079379668,"EGF_Binding_to_ErbB1, EGF_in_EC_compartment"
kon16,0.335882512,Net_E11PGrb2_binding
kon17,0.262143442,Net_E11PShc_binding
kon18,0.25500319,Net_E11PRasGAP_binding
kon19,0.276281265,Net_E12PGrb2_binding
kon2,0.444456034,"HRG_in_EC_compartment, HRG_Binding_to_ErbB3"
kon20,0.23520356,Net_E12PShc_binding
kon21,0.193998362,Net_E12PRasGAP_binding
kon22,0.557787852,Net_E23PGrb2_binding
kon23,0.564852967,Net_E23PShc_binding
kon24,0.55918711,Net_E23PPI3K_binding
kon25,0.777700908,Net_E23PRasGAP_binding
kon26,0.701120026,Net_E34PGrb2_binding
kon27,0.347782954,Net_E34PShc_binding
kon28,0.344232725,Net_E34PPI3K_binding
kon29,0.349831522,Net_E34PRasGAP_binding
kon3,0.496035061,"HRG_in_EC_compartment, HRG_Binding_to_ErbB4"
kon30,0.09093559,Net_E24PGrb2_binding
kon31,0.091526636,Net_E24PShc_binding
kon32,0.080476025,Net_E24PPI3K_binding
kon33,0.101026097,Net_E24PRasGAP_binding
kon34,0.098047654,Net_E44PRasGAP_binding_1
kon35,0.104991666,Net_E44PShc_binding
kon36,0.103581879,Net_E44PPI3K_binding
kon37,0.123053509,Net_E44PRasGAP_binding_2
kon4,0.472704687,ErbB1_Dimerization
kon40,0.972517902,Net_Grb2SOS_binding
kon41,0.384600798,Net_Grb2Gab1_binding
kon42,0.774106465,Net_ShcGrb2_binding
kon43,1.124770233,Net_Gab1Shc_binding
kon44,3.339443067,Net_Gab1PI3K_binding
kon45,0.691904452,Net_Gab1RasGAP_binding
kon46,2.867033252,Net_Gab1PIP3_binding
kon5,0.434770307,ErbB1ErbB2_Heterodimerization
kon57,1.54326643,Grb2_binding_to_P3_A
kon58,0.933368692,SOS_binding_to_SigAG
kon59,0.529534197,Gab1_binding_to_SigGO
kon6,0.734776992,ErbB2ErbB3_Heterodimerization
kon60,0.006537468,SOS_binding_to_SigGA
kon61,0.644374786,ErbB1ErbB3_Heterodimerization
kon62,0.245245761,ErbB1ErbB4_Heterodimerization
kon65,0.441874829,Net_E13Grb2_Binding
kon66,0.379453342,Net_E13Shc_Binding
kon67,0.379959606,Net_E13PI3K_Binding
kon68,0.377504721,Net_E13RasGAP_Binding
kon69,0.082404569,Net_E14Grb2_Binding
kon7,0.736698554,ErbB3ErbB4_Heterodimerization
kon70,0.096356319,Net_E14Shc_Binding
kon71,0.094233217,Net_E14PI3K_Binding
kon72,0.098825246,Net_E14RasGAP_Binding
kon73,0.591814884,Net_E11PTP1B_Binding
kon74,0.408996107,Net_E12PTP1B_Binding
kon75,2.077167796,Net_E23PTP1B_Binding
kon76,0.345528855,Net_E34PTP1B_Binding
kon77,0.351543206,Net_E24PTP1B_Binding
kon78,0.18241155,Net_E44PTP1B_Binding
kon79,0.696993078,Net_E13PTP1B_Binding
kon8,0.131691831,ErbB2ErbB4_Heterodimerization
kon80,0.095374992,Net_E14PTP1B_Binding
kon86,0.219555044,"EGF_binding_to_E1PT, EGF_in_EC_compartment"
kon87,0.022289213,"HRG_in_EC_compartment, HRG_binding_to_E4PT"
kon88,1.267421912,PTP1B_binding_to_SigAP
kon89,0.166601284,ERK_binding_to_MEKstar_1
kon9,0.189035135,ErbB4_Homodimerization
kon91,0.654262722,ERK_binding_to_MEKstar_2
kon93,0.590827834,ERKstar_binding_to_Phosphatase
kon95,0.379475398,pERK_binding_to_Phosphatase
kr49,0.18966742,Net_RasGTP_Production
kr49b,0.137855862,Net_RasGTP_Production
