	CLN3_1	CLN3_2	CDC19_1	CDC19_2	LTE1_1	LTE1_2	CDC15_1	CDC15_2	CDC15_3	FUS3_1	FUS3_2	TPS1_1	TPS1_2	CDC28_1	CDC28_2	PGI1_1	PGI1_2	PGK1_1	PGK1_2	STE7_1	STE7_2	STE7_3	MBP1_1	MBP1_2	SIR2_1	SIR2_2	NTH1_1	NTH1_2	TPI1_1	TPI1_2	TPS2_1	TPS2_2	STE5_1	STE5_2	STE5_3	STE5_4	STE5_5	STE5_6	PDS1_1	PDS1_2	PDS1_3	SWI4_1	SWI4_2	BCK2_1	BCK2_2	CDC55_1	CDC55_2	CDC20_1	CDC20_2	CDC20_3	CDH1_1	CDH1_2	CDH1_3	ESP1_1	ESP1_2	ESP1_3	PFK1_1	PFK1_2	ENO1_1	ENO1_2	STE20_1	STE20_2	STE20_3	GPA1_1	GPA1_2	STE12_1	STE12_2	SOL3_1	SOL3_2	GND1_1	GND1_2	GUT2_1	GUT2_2	BAR1_1	BAR1_2	CDC6_1	CDC6_2	FAR1_1	FAR1_2	FAR1_3	FAR1_4	RPE1_1	RPE1_2	NET1_1	NET1_2	MAD2_1	MAD2_2	TDH2_1	TDH2_2	STE18_1	STE18_2	GPM1_1	GPM1_2	FBA1_1	FBA1_2	UGP1_1	UGP1_2	PDC1_1	PDC1_2	SIC1_1	SIC1_2	SIC1_3	STE11_1	STE11_2	STE11_3	SST2_1	SST2_2	TEM1_1	TEM1_2	CDC5_1	CDC5_2	CDC5_3	MCM1_1	MCM1_2	BUB2_1	BUB2_2	PGM2_1	PGM2_2	ZWF1_1	ZWF1_2	RAP1_1	RAP1_2	RAP1_3	ADH1_1	ADH1_2	RKI1_1	RKI1_2	STE4_1	STE4_2	CLN2_1	CLN2_2	TKL1_1	TKL1_2	CLB2_1	CLB2_2	CLB2_3	CLB5_1	CLB5_2	CLB5_3	STE2_1	STE2_2	STE2_3	CDC14_1	CDC14_2	TPS2_3
SIR2_1	0.0645107957564	0.299942188298	0.495168195901	0.115712337924	0.0739528535785	0.0378512129133	0.854290145584	0.974127621185	0.433709839566	0.391149324164	0.240481733702	0.534431751761	0.698322986646	0.653798797068	0.328422727748	0.585669268305	0.667315396253		0.0313547261342	0.283701379704	0.423645822934	0.758866294053	0.085650899667	0.842852277665																																																																																																																									
SIR2_2	0.810503958103	0.816891816779	0.382654135543	0.571799991353	0.523398665884	0.856121800807	0.954778752864	0.925383771535	0.534198446846	0.653598188479	0.943997064237	0.124985637556	0.0307130965013	0.271751835172	0.907244773176	0.446882598289	0.106189557184		0.0405956997328	0.330566665251	0.940531298447	0.696666527702	0.0322276013079	0.666191348745	0.00120180292429																																																																																																																								
NTH1_1	0.231856887344	0.566109323574	0.425065607554	0.973218296489	0.0770901628142	0.109785823299				0.965615621932	0.666367189689	0.293770093603	0.534818194068	0.102075789901	0.219991008603	0.833332786175	0.00412524764462		0.252286077695	0.20854041645	0.513725415346	0.0134684372192	0.561808268003	0.121064591119	0.792411711394	0.289015029561																																																																																																																							
NTH1_2	0.411379292756	0.145712501856	0.664108315466	0.156559646383	0.649144283292	0.698019689016				0.160109126339	0.259913277092	0.0682418210084	0.0274744274992	0.728293655327	0.415397040309	0.416041182787	0.553292603499		0.89331898236	0.406997059626	0.165591476077	0.9658902337	0.248731479085	0.58947135962	0.68287639733	0.208638915415	0.603858045652																																																																																																																						
TPI1_1	0.246106233625	0.864225868538	0.626588566911	0.0495365542162	0.122034725777	0.0360621946038				0.949738538573	0.366444686358	0.0719953765947	0.841714048359	0.766891101695	9.70708332394e-05	0.67293697244	0.726543819055		0.687413001007	0.53357973511	0.0468117001247	0.217246070238	0.0118534902706	0.0736768258291	0.892618065509	0.592415521972	0.455740582826	0.667320761895																																																																																																																					
TPI1_2	0.558083519847	0.944938367529	0.452903054997	0.00241292782783	0.253905868782	0.0379300713167				0.306964356562	0.436010596145	0.890512730358	0.264592156635	0.646458213688	0.129410587513	0.345225829163	0.346624911342		0.365040613996	0.850102427431	0.379912103868	0.424580812212	0.502327926536	0.0836396560079	0.0461188369989	0.248202205342	0.335481869157	0.768689707533	0.219582575369																																																																																																																				
TPS2_1	0.497027764166	0.0429586127422	2.67538316886e-06	0.000675776816137	0.19460820489	0.220552667868				0.561429963921	0.370653387708	0.758097220535	0.172540362522	0.102236483488	0.000910817254117	0.0846286789361	0.0807812531016		0.813615248009	0.401403013108	0.518560279406	0.0462643378948	0.0281178632474	0.000302053810113	0.903563650945	0.801275735819	0.0292023123502	0.195435759219	0.060935962926	0.00225244946336																																																																																																																			
TPS2_2	0.841696799895	0.899836547112	0.536546004558	0.174060350947	0.139188668909	0.298232866886	0.0630611608806	0.139303864976	0.576842007583	0.875033899986	0.612799417091	0.68129366109	0.543255477612	0.0526636536811	0.669755694528	0.0718750846047	0.416725267212		0.16761329577	0.267435455454	0.928495574034	0.338337068913	0.0401202453659	0.499855263327	0.00366268160691	0.0383639860119	0.88040370093	0.387950591434	0.340150501777	0.0431771309032	0.763099997685																																																																																																																		
STE5_1	0.91017757742	0.650582425226	0.775976532727	0.0495641496891	0.175634948659	0.371245566731				0.096181692085	0.736550306288	0.0937886747396	0.773081512607	0.741164981036	0.0616884297831	0.120080772607	0.680191916254		0.742288468396	0.92550342819	0.340197491347	0.185843041833	0.225826910797	0.0531482833912	0.762583811302	0.692311131541	0.932873100215	0.484326327772	0.0483709959875	0.361049573013	0.84318735233	0.989456172442																																																																																																																	
STE5_2	0.220702812747	0.638785050723	0.544118277753	0.9121807687	0.0853254182244	0.48834519868				0.548795275363	0.622386934854	0.178223265031	0.515980028311	0.179859618292	0.835588133311	0.894220155703	0.177456620034		0.762980069195	0.45637059357	0.556641364883	0.442827399929	0.808716664672	0.943894649973	0.802902786849	0.612300189425	0.790647464694	0.342100692251	0.616719214823	0.0407582732295	0.0685523146697	0.761649257887	0.464205697394																																																																																																																
STE5_3	0.394964271431	0.851174601695	0.861222417189	0.9731599095	0.267894547739	0.008951702457				0.656485295321	0.571554921673	0.101517317398	0.492717160757	0.942238931176	0.830640738688	0.139726596762	0.768417869566		0.659591931071	0.823422632579	0.716195252181	0.596617669235	0.956705271042	0.872294730264	0.549630370237	0.187679837946	0.344093096849	0.104453675594	0.591319343297	0.273458460818	0.237547874389	0.886978714849	0.138854884653	0.0194905633854																																																																																																															
STE5_4	0.943256167142	0.424788943564	0.885574677534	0.307151489778	0.572129028906	0.193051328963				0.18066421341	0.446042222982	0.0467906164239	0.709674142098	0.0515755292211	0.502107238822	0.315710635569	0.258788653289		0.347526977737	0.0207164144684	0.25357512253	0.112695316373	0.44539624303	0.875246643599	0.540911489826	0.305786485409	0.302159525017	0.75070629746	0.527777941956	0.828611635249	0.715525525209	0.0899983837078	0.692991315675	0.355740112684	0.246241731926																																																																																																														
STE5_5	0.147314635505	0.429670898886	0.638107778603	0.202168250599	0.507450747879	0.707461913119				0.82693368651	0.713518729814	0.986372109096	0.467044068222	0.174929879647	0.15607495316	0.0153069099271	0.683652659211		0.944331921748	0.373728945101	0.444885230532	0.0712421307195	0.345682439746	0.0616240620437	0.922875848607	0.637296469575	0.155688555811	0.604235328254	0.563763099146	0.551979601282	0.323192970585	0.695965491631	0.0900178280632	0.951210204197	0.989256865863	0.249185694526																																																																																																													
STE5_6	0.281912168489	0.431825511001	0.271374665543	0.972951236846	0.811215671528	0.124669250046				0.254704532553	0.159595310763	0.62526317061	0.356263397833	0.172720197105	0.626523130691	0.635176992638	0.107324605211		0.610459865554	0.0805799782294	0.208299397441	0.162537472007	0.169410618052	0.18692189202	0.502344923245	0.860541538784	0.207429700432	0.655976472875	0.973572415741	0.894304529231	0.626644091145	0.682293146413	0.865092360064	0.362390090188	0.729262247009	0.695371072861	0.851248058685																																																																																																												
PDS1_1	0.48297193049	0.26351139723	0.355394604802	0.847704135282	0.358446717209	0.829789711067	0.353896006827	0.184614696642	0.686257081216	0.294678271649	0.0779555693929	0.448109965895	0.625560585126	0.279825832719	0.168615599257	0.971359231558	0.785941188555		0.351124331062	0.351939430249	0.1603062067	0.909569217761			0.649258859399	0.486424132158			0.0895448525148	0.562455771921			0.809580040589	0.872684266686	0.841599540536	0.694521956982	0.628866018709	0.25205713155																																																																																																											
PDS1_2	0.346224279974	0.585467147113	0.70761505551	0.21530552503	0.146821246747	0.201959688913	0.709113653485	0.87839496367	0.250733258472	0.945859194682	0.681506964276	0.321496542953	0.54271328286	0.657164506969	0.768374740431	0.362759940933	0.120060361045		0.333229090059	0.107889717404	0.989254228924	0.0889913746448			0.0166219681102	0.179456695351			0.66458113417	0.56212841814			0.349060337316	0.569613140488	0.18584088457	0.926747415755	0.93622077485	0.188929743127	0.875430465221																																																																																																										
PDS1_3	0.399298150436	0.81952048518	0.988206298138	0.519484171382	0.713036665838	0.0129279784361	0.986707700163	0.817426389978	0.05344538788	0.462784931234	0.835418772275	0.39092213324	0.396273218072	0.352985860617	0.464196094079	0.232770343842	0.00992923604552		0.324124218613	0.722610092274	0.857976162143	0.365793305961			0.146611565201	0.309446292442			0.52196599007	0.500848019983			0.0898184173717	0.24519797334	0.0109534219878	0.523258543979	0.874736956195	0.66991893208	0.559568286279	0.193949131573																																																																																																									
SWI4_1	0.206731395942	0.979731816531	0.295390319812	0.0099484342031	0.160890880636	0.953084275281				0.016176861551	0.375628098373	0.00940469833028	0.199410470344	0.19482016892	0.0360277537887	0.35148666353	0.229169303977		0.191937330088	0.155132377137	0.000262673244662	0.974372229667	0.113460235932	0.148223548119	0.426412402764	0.754544245537	0.468661661347	0.0272613537489	0.0582801116631	0.175950436442	0.730296971619	0.505025181889	0.383157700219	0.806775237396	0.876140726231	0.0904886174018	0.000996102319417	0.457694633357	0.660286151003	0.492572893925	0.65963269522																																																																																																								
SWI4_2	0.0827005027217	0.186654632692	0.524494766498	0.0165464612654	0.0829459894374	0.481729169601				0.212630105533	0.0364060266457	0.833179932643	0.523770225288	0.391806567087	0.0315619939377	0.523336380212	0.633894720806		0.486094019477	0.882470235707	0.833888976687	0.218375711345	0.076723532936	0.00836293139757	0.889813335667	0.991498432235	0.329527824453	0.558928370982	0.497891477478	0.00115322839054	7.49219559124e-05	0.767409909659	0.909763235981	0.0385663587039	0.156468122693	0.129247145892	0.220129550785	0.570020123454	0.975800696271	0.722449477967	0.414617939659	0.327122477497																																																																																																							
BCK2_1	0.316307115339	0.928852350683		0.99977057711	0.652634027649	0.678101159629	0.00283633157134	0.205201357428	0.510944515131	0.822126448534	0.841825454289	0.666221089723	0.0295963913284	0.40804994116	0.761951612771	0.681998938159	0.398673114143		0.218345420986	0.588109875844	0.46853900688	0.890791050769	0.986836630261	0.747131222211	0.53545516858	0.516513084891			0.469766273088	0.0658884942491	3.99461919467e-07	0.921581112551	0.684320486026	0.0209020737255	0.20210057469	0.478661186576	0.569479690535	0.140772734389				0.561109592604	0.0204295774328																																																																																																						
BCK2_2	0.461947387082	0.267643369261	0.105392236026	0.894378341084	0.108350145636	0.502319047695	0.108228567597	0.310593593453	0.405552279105	0.302276783787	0.0337713133901	0.830620932067	0.802618752585	0.302657705134	0.656559376745	0.465892259703	0.453435687995		0.574815612318	0.344082907652	0.739872223284	0.0756465118794	0.069932824197	0.194816709376	0.316653633557	0.335595717247			0.669452757551	0.681619448354	0.708692429312	0.0080449839259	0.600677910024	0.914583354068	0.988109791945	0.133821643266	0.362711383687	0.30740641085				0.881833334294	0.727850963713	0.69832582567																																																																																																					
CDC55_1	0.528305473956	0.235470584335	0.367314038843	0.00371522220763	0.0801698053037	0.333701292725	0.207437760735	0.0381564505494	0.832715327309	0.136960796107	0.315577214529	0.363494644613	0.468407002985	0.28973524115	0.00529185429633	0.278794853629	0.0718487143166		0.0793252654785	0.018219873887	0.377042455091	0.000153867979679	0.000426654680664	8.28359818764e-06	0.612186432071	0.33308735675	0.294716837712	0.378699498123	0.165923361708	0.224159291849	0.0424891659275	0.663564307323	0.0732800347961	0.582504889379	0.84297254556	0.983943826033	0.145609186554	0.224903141067	0.0236043388748	0.662058866299	0.993715609917	0.080873996554	0.045885207438																																																																																																						
CDC55_2	0.388236796487	0.512235309948	0.169015780196	0.0556531083486	0.0450450393608	0.680736577006	0.0822234311325	0.251504741318	0.877623480824	0.041123110367	0.108620169877	0.263697663468	0.919619126274	0.0978514160727	0.193978002837	0.342431856086	0.503051623379		0.0264791878932	0.498375352053	0.874296537322	0.00561098330066	0.00269090669098	0.0122426461067	0.520517545305	0.264610828759	0.290331141786	0.210363902021	0.853392438464	0.859094700882	0.353479911758	0.970666957611	0.0783952301551	0.0753110785944	0.197387136218	0.393539055629	0.263606655814	0.543655590999	0.549289232663	0.607204656473	0.332291192263	0.18378450744	0.262245413954			0.00107423706174																																																																																																			
CDC20_1	0.188446184475	0.189724563085	0.230830763543	0.456723433172	0.631743678791	0.605535674961				0.701719619354	0.984558190013	0.0506617579779	0.0284311474615	0.132524348963	0.527642959957	0.0478691409256	0.368061453745		0.9148347972	0.190775775991	0.179940520306	0.100865315544	0.959518414886	0.101323316611	0.282885391745	0.0749297696502	0.56192593804	0.0179253170327	0.832598186255	0.0744226055926	0.00357775789237	0.0649077758063	0.500336227464	0.0531893445991	0.0276865244532	0.00497431956121	0.20720959459	0.988968746407	0.76157852831	0.718254657214	0.226614103584	0.133478220427	0.0085484412977	0.0659445730345	0.331131165057	0.747698189355	0.399860980782																																																																																																		
CDC20_2	0.584010492051	0.634223631058	0.336607913336	0.0396853271279	0.284514928187	0.88859477506				0.118624764169	0.137656936049	0.31615014721	0.652767284877	0.848229549573	0.760007245965	0.674289733439	0.0665242809125		0.0695582818487	0.139999790115	0.137312300802	0.00656764441684	0.262367306069	0.102678214824	0.461244356264	0.861615287706	0.0764483435125	0.1928998476	0.560922432504	0.326605697737	0.410910837115	0.13710826388	0.487093694757	0.903960247025	0.906364616425	0.0341128673154	0.188027496677	0.400352985899	0.963438735025	0.576072543066	0.473742287985	0.0340546427311	0.985985824162	0.918064057488	0.312211400765	0.213033961368	0.512536492087	0.589448505188																																																																																																	
CDC20_3	0.248428855212	0.464741478227	0.959021116979	0.285633841845	0.00952283792559	0.179478106779				0.72207019147	0.831256605351	0.757143471047	0.745208795849	0.553608467747	0.0048145454607	0.60453406724	0.0163973728712		0.849101365428	0.104024474494	0.417704709688	4.78127252016e-06	0.0399116605846	9.10576652167e-06	0.628704082632	0.338881982042	0.00692860204746	0.721256889536	0.00838673937006	0.214412015028	0.0228651247201	0.875008178017	0.0382981808993	0.926255448145	0.980275990765	0.370370693965	0.10744907306	0.0919070553053	0.12735591348	0.703128070536	0.865657073066	0.546652570609	0.0655140619549	0.971027604237	0.391221684818	0.00270018454132	0.145949672192	0.270158983555	0.00731302914127																																																																																																
CDH1_1	0.690132070933	0.385538200301	0.249205640927	0.27931857009	0.108403537148	0.102103669775				0.475047143969	0.503634730607	0.972091205261	0.680417180832	0.625740442551	0.0945991808563	0.142739721822	0.151781028732		0.0795028483579	0.194243946492	0.334713461589	0.595633516693	0.913154676636	0.466272372401	0.419829602579	0.582540326338	0.171240778699	0.0949579602357	0.753260766239	0.279214916057	0.213032807726	0.909407464163	0.865162856421	0.943272941002	0.147737554362	0.690306693107	0.35887840722	0.127522962804	0.887141148736	0.194610991738	0.050275000757	0.506837707116	0.0172102259241	0.641491383951	0.479852504285	0.0828171766309	0.415632962488	0.398019865936	0.587371108393	0.233186838125																																																																																															
CDH1_2	0.934462705744	0.0100931328858	0.121074004462	0.15925865154	0.00146140323161	0.0829059753354				0.345229823552	0.470617262719	0.76478043357	0.357391815722	0.779129908296	0.0203700250988	0.769373849012	0.0102539315649		0.781888583988	0.759293380148	0.928894882673	0.000689969034354	0.0766584898323	5.479401036e-05	0.943314691342	0.522801402455	0.00176351748412	0.784696159813	0.143838432697	0.0227389264053	0.000336732678658	0.532802309164	0.151561643795	0.3141132534	0.403829646035	0.742206661812	0.16611538837	0.343181324972	0.718083481671	0.314102101952	0.266080912561	0.227908454101	4.56804711645e-05	0.0764231761354	0.94042796963	0.00953998066553	0.0797975330926	0.087430372702	0.111547911264	3.16210262882e-05	0.147836572571																																																																																														
CDH1_3	0.998692688636	0.415496876332	0.219225066648	0.516739232535	0.264082355132	0.110231340578				0.45710823204	0.249066609945	0.0475221969333	0.651593849756	0.0243132520206	0.832382741931	0.0635604579103	0.0120127993054		0.405463744542	0.00143696682318	0.325636865122	0.00211933238246	0.524571745629	0.0218634442758	0.228758532246	0.0800517786308	0.0453275506709	0.703821981153	0.799523955903	0.0350147084812	0.175438938393	0.000749899689326	0.811035470748	0.863642841125	0.481002996971	0.000681724437323	0.327126137803	0.267220065057	0.634242416636	0.533150710698	0.617201132397	0.0874568179582	0.55808245373	0.962562094354	0.270557422154	0.0994382108585	0.416431694759	0.01856901223	0.352453833166	0.031099062714	0.706084469459	0.0261155391109																																																																																													
ESP1_1	0.647797861476	0.785957019449	0.263242700072	0.496346772797	0.844214787325	0.8515894676	0.541743504055	0.37246219387	0.498409583989	0.631654017306	0.924783552966	0.797651562231	0.0086242057542	0.878655999226	0.537385243322	0.370662565501	0.618931556564		0.0317777713626	0.34899798612	0.90049400194	0.727738288229	0.0462250874895	0.268330064714	0.910777914728	0.183021231008	0.421224079474	0.00561433706072	0.534889452648	0.959179965426	0.490445311589	0.951651391659	0.377589004024	0.663579198557	0.858817350263	0.779498371536	0.576063104329	0.679802245154	0.335316390039	0.609900828027	0.964093340431	0.679083756701	0.982285148294			0.0640930885828	0.096546120128	0.182524328696	0.821928832295	0.794470863711	0.77780674443	0.822650361421	0.848228853586																																																																																												
ESP1_2	0.845897156195	0.00839455492948	0.0515563461677	0.00649439133097	0.01091538839	0.554139820633	0.488628929465	0.65791023965	0.471217982492	0.44379201835	0.245479354573	0.572290335335	0.0247163260347	0.0444341839778	0.42898786886	0.0446707934762	0.0926554979946		0.890579316417	0.752910689164	0.462500106136	0.0145431136352	0.367712229582	0.0356544023415	0.600872813476	0.314509696205	0.167855028844	0.216201929563	0.543954736992	0.281530346076	0.0562218059686	0.123626847233	0.133323560689	0.0821003490544	0.0228928192792	0.598560653136	0.251195847626	0.561338520826	0.645541305961	0.0542540178643	0.119914626646	0.854806410861	0.554722776292			0.0498885414719	0.0308803770211	0.201965842408	0.983379208333	0.183183380606	0.283292170793	0.00673249533777	0.0234597597109	0.459124282836																																																																																											
ESP1_3	0.870439455131	0.0296303015709	0.0720236668051	0.0288394230682	0.133614121349	0.855329933844	0.500825837094	0.670107147279	0.459021074862	0.422379405599	0.262231335363	0.595817856294	0.116040702526	0.302339828796	0.828666888833	0.048644310712	0.292644956108		0.415871834912	0.372342592953	0.790250238877	0.390910567425	0.440735159451	0.435839874092	0.197930078758	0.149303597274	0.994449273973	0.634355426962	0.775285808012	0.165431326585	0.452391176399	0.00700533123047	0.926405337522	0.282400983618	0.0621753151034	0.356448864636	0.391677937978	0.0785737716016	0.635846734416	0.0461048545164	0.176029118061	0.430789853721	0.439910484114			0.464091340688	0.423310145341	0.278905067276	0.144329943772	0.939087972219	0.074485738381	0.178876834692	0.0343113747761	0.352019925416	1.54919108646e-05																																																																																										
PFK1_1	0.0566352657285	0.533485538998	0.442927862056	0.401466557575	0.328024822235	0.852052238847	0.0810123981648	0.200849873766	0.339567907853	0.474147522266	0.921175457854	0.0969448506373	0.00555960482226	0.412920892231	0.203680681052	0.444217586674	0.68593670823		0.22803841306	0.993894241307	0.152028838589	0.562343293594	0.31621342106	0.779306199125	0.946203464127	0.632018523537	0.881822658616	0.0458240703937	0.505409821647	0.392476042073	0.142434807248	0.554950917188	0.918626976848	0.304451937031	0.730682428067	0.580179623624	0.514394355525	0.654933940205	0.0537897560418	0.612091071468	0.742080668558	0.115646212582	0.278036134125	0.38433985319	0.467768948947	0.113670724657	0.216647095901	0.108521498883	0.802721328252	0.905756489876	0.619224194906	0.784665679966	0.756362314167	0.00085871179135	0.791586762007	0.992594926371																																																																																									
PFK1_2	0.479507660289	0.0110677807463	0.0694080736232	0.761362733452	0.68414646573	0.683710673138	0.348154233833	0.467991709434	0.0724260721853	0.490294019667	0.924206111733	0.00241244603476	0.0140033889902	0.047779016338	0.807893984939	0.205775101474	0.00557131469093		0.429618739313	0.252085890359	0.0156572927319	0.193438512716	0.532723053203	0.0630605539695	0.777325331497	0.0519697233589	0.0439180756898	0.00593899444638	0.633513911018	0.639812748489	0.0606581668047	0.274663513521	0.0726492941364	0.341345083126	0.326025851767	0.042713314174	0.368717954935	0.617753157322	0.658547793619	0.00733303389064	0.137322630981	0.00258203262413	0.285471380779	0.798038592445	0.0540702096922	0.953431773518	0.704204467095	0.00590556733015	0.0639477973431	0.293885154565	0.11900661318	0.1663946188	0.00396737563635	0.0818327372077	0.013250103504	0.0170297573946	0.443459544278																																																																																								
ENO1_1	0.154359775273	0.159044688998	0.508880767721	0.401216600471	0.529594007083	0.391510987939				0.983645512142	0.431360368933	0.335920790809	0.79600361222	0.50740192938	0.708084154604	0.506486323352	0.0030331811264		0.574011650794	0.807989151362	0.285248044648	0.422648889432	0.818631125721	0.555111663358	0.122113717019	0.858303415444	0.0272950187769	0.60531731322	0.721411472975	0.908244709187	0.482995355331	0.7543038867	0.714828106093	0.0618335127902	0.232057109727	0.975192369179	0.322462238091	0.709078162527				0.0991847192902	0.680324404072			0.687387922817	0.822077496996	0.708989973828	0.0841687509915	0.141850973295	0.445195274062	0.16940810786	0.313730366015	0.612669909937	0.952169076198	0.419835094118	0.725505029145	0.345917181291																																																																																							
