	CLN3_1	CLN3_2	CDC19_1	CDC19_2	LTE1_1	LTE1_2	CDC15_1	CDC15_2	CDC15_3	FUS3_1	FUS3_2	TPS1_1	TPS1_2	CDC28_1	CDC28_2	PGI1_1	PGI1_2	PGK1_1	PGK1_2	STE7_1	STE7_2	STE7_3	MBP1_1	MBP1_2	SIR2_1	SIR2_2	NTH1_1	NTH1_2	TPI1_1	TPI1_2	TPS2_1	TPS2_2	STE5_1	STE5_2	STE5_3	STE5_4	STE5_5	STE5_6	PDS1_1	PDS1_2	PDS1_3	SWI4_1	SWI4_2	BCK2_1	BCK2_2	CDC55_1	CDC55_2	CDC20_1	CDC20_2	CDC20_3	CDH1_1	CDH1_2	CDH1_3	ESP1_1	ESP1_2	ESP1_3	PFK1_1	PFK1_2	ENO1_1	ENO1_2	STE20_1	STE20_2	STE20_3	GPA1_1	GPA1_2	STE12_1	STE12_2	SOL3_1	SOL3_2	GND1_1	GND1_2	GUT2_1	GUT2_2	BAR1_1	BAR1_2	CDC6_1	CDC6_2	FAR1_1	FAR1_2	FAR1_3	FAR1_4	RPE1_1	RPE1_2	NET1_1	NET1_2	MAD2_1	MAD2_2	TDH2_1	TDH2_2	STE18_1	STE18_2	GPM1_1	GPM1_2	FBA1_1	FBA1_2	UGP1_1	UGP1_2	PDC1_1	PDC1_2	SIC1_1	SIC1_2	SIC1_3	STE11_1	STE11_2	STE11_3	SST2_1	SST2_2	TEM1_1	TEM1_2	CDC5_1	CDC5_2	CDC5_3	MCM1_1	MCM1_2	BUB2_1	BUB2_2	PGM2_1	PGM2_2	ZWF1_1	ZWF1_2	RAP1_1	RAP1_2	RAP1_3	ADH1_1	ADH1_2	RKI1_1	RKI1_2	STE4_1	STE4_2	CLN2_1	CLN2_2	TKL1_1	TKL1_2	CLB2_1	CLB2_2	CLB2_3	CLB5_1	CLB5_2	CLB5_3	STE2_1	STE2_2	STE2_3	CDC14_1	CDC14_2	TPS2_3
STE7_3	-0.228786929363	0.200855380902	0.291880968635	0.178402353246	0.579859301368	0.257556535642				0.157155414823	0.00349792985887	0.0883378801883	0.0762214132482	-0.365210065149	0.422265519163	-0.376270562363	-0.472718496315		-0.360956300424	0.53636926948	0.0530561585354																																																																																																																												
MBP1_1	-0.00898497049794	0.301224688563	0.512319260016	0.395910620291	0.062314624868	0.0419439768936	-0.995956697241	-0.917983596679	-0.753721888874	0.273025300639	0.0140524194665	0.307304952575	-0.056921438334	-0.140408429683	0.5593404323	-0.152413911003	0.0520502251342		-0.572969406672	-0.27217027033	-0.151452902729	0.376929873877																																																																																																																											
MBP1_2	-0.0136976742853	0.63317401934	0.785846093831	0.620967336286	0.623554279079	0.338157407781	0.995669024106	0.974845170837	0.621493796436	0.159066805897	0.116514815909	0.032465787123	0.171031194422	-0.400123831461	0.647225365631	-0.45707740711	-0.569792848258		-0.294819633509	0.180358322563	-0.0116422976296	0.859725042246	0.587871251967																																																																																																																										
SIR2_1	0.488727511415	0.286845236346	0.208061190354	-0.457785607268	-0.558791823251	-0.629751890077	-0.226887365361	-0.0406290514332	-0.776773636295	0.259898268041	0.350403477576	-0.189856466905	-0.119114833273	0.137665106713	-0.29466048895	0.15320580433	0.121077099097		-0.556070829798	-0.321751954875	0.243042442968	-0.0944661233962	0.494741367428	-0.0610881323664																																																																																																																									
SIR2_2	0.0677135334534	-0.0653940466711	0.264422563287	-0.173060958513	-0.216070884551	-0.0620760585857	-0.0709736479836	0.116938727741	-0.668120116611	0.137749631946	0.021663915356	0.44772204747	-0.598448290726	0.329400066525	0.0359252079946	0.212572312029	0.433811679792		-0.533393977428	-0.293415529828	0.0230066653298	-0.119797942234	0.594218496202	-0.132460773629	0.752712128004																																																																																																																								
NTH1_1	0.356481474262	-0.175588485772	-0.242321218392	-0.0103544849529	-0.616404865758	-0.56906637021				0.0121874073996	-0.121441615868	0.315451384336	-0.189680276247	0.473621709208	-0.36507245137	-0.0594416705812	0.693702723221		0.34229393598	-0.37363674869	-0.199379945982	-0.663232285501	-0.177505739708	-0.45191413627	0.0900077712834	0.351586992506																																																																																																																							
NTH1_2	-0.249324932525	-0.426900583547	-0.133333226066	0.416773713488	0.176763991732	0.151078401082				0.38190195011	0.310562041984	0.520448701977	-0.608034631451	0.106839177897	0.247256895706	0.226920946042	0.166433830553		0.0413447725786	-0.251592311902	-0.408683656147	-0.0131890197194	-0.344711563982	-0.165276229522	0.139318420724	0.411470264973	0.14590657577																																																																																																																						
TPI1_1	-0.279726049043	0.0420682663167	-0.119318818008	0.456351411714	0.389705568271	0.510987701575				-0.0165477882404	-0.233797099794	0.421877286121	-0.0491220280787	0.0728652450469	0.775102626308	0.103613977266	-0.0859170473595		0.0987899997593	-0.143956035633	-0.438413945478	0.280996035191	0.564233099237	0.419640874561	-0.0416178291764	0.163988326591	-0.227019833707	-0.131988119335																																																																																																																					
TPI1_2	-0.143404634806	0.0169973490514	0.183165888674	0.65345426763	0.29289942903	0.506678257166				0.263430930589	0.202369581942	0.0338708983744	-0.269459885549	-0.112534759996	0.360546184861	-0.229201666983	-0.228555531306		0.220186788741	-0.0439094656943	-0.20199049864	0.184019179597	0.163985000074	0.407112750453	-0.560919237873	-0.345073306926	-0.29057808423	0.090519040676	0.279631280673																																																																																																																				
TPS2_1	0.165995966705	0.468687941352	0.857710326875	0.709076763867	0.354654991466	0.336165375154				0.151572399597	0.231807841423	-0.0756928720711	0.326451567661	-0.386394594477	0.697047671091	-0.405930283668	-0.410589073599		-0.0579789086432	-0.204335654259	0.157888476057	0.462320519178	0.478757777713	0.711069638363	0.0373568241816	-0.077513684163	-0.602822807824	-0.383804103065	0.437649593274	0.65677172604																																																																																																																			
TPS2_2	-0.0491274460768	-0.0309719526331	-0.151237077721	-0.325363106909	-0.400376133555	-0.287818156474	-0.995097940945	-0.976154715088	-0.616819110266	-0.0412705831219	-0.132276611025	0.100824854939	0.148782131768	0.450921351454	0.104678960172	0.422038762514	0.197893524497		-0.330025289507	-0.267921325622	-0.0220841537094	-0.232405466226	0.451101866303	-0.155876188794	0.742304458801	0.578433648062	-0.04638084603	-0.261595745411	0.231558430483	-0.468255660053	-0.0699779161994																																																																																																																		
STE5_1	-0.0441631950584	-0.176000004331	0.133137542565	-0.755402573887	-0.494840487643	0.339609067066				-0.674981815777	0.157116743239	-0.590955752164	0.112570333723	0.154296534856	-0.731527171091	0.641956222574	-0.191896111132		-0.12824870045	0.0366092821916	0.360747261477	-0.484890202377	-0.525452431038	-0.748041714637	0.141254670016	-0.184360774747	-0.105247408083	-0.724299799076	-0.669890420362	-0.346453306769	-0.0927689466322	0.00621094689492																																																																																																																	
STE5_2	0.453049516867	0.18228309094	0.279301922739	-0.0517992621988	-0.603469765315	0.266417066498				-0.276194374156	0.228338194974	-0.492287104551	0.250293962201	0.571793638531	-0.0973066060471	0.0624310672665	0.574365564512		0.117697107593	-0.285551641714	0.227178188609	-0.293828447617	0.113402970746	-0.0330668541133	0.116896893362	-0.234791879873	-0.322955048764	-0.859057629664	0.194136950267	0.68736994603	0.719133644363	0.141822133858	0.280811698239																																																																																																																
STE5_3	0.324023384396	0.073383009355	-0.0820223750741	0.0158120949525	-0.414059216337	0.80437423174				-0.206736341068	0.261192533194	-0.580118751342	0.263842036312	0.0340438026495	0.100264049942	0.617276819242	0.137715332331		0.171225791362	0.0872284063946	0.141659961253	-0.20506014549	-0.025511001068	-0.0754390939438	-0.275640423639	-0.563537761096	-0.857451417348	-0.986569793235	-0.207960348609	0.409712134577	0.514375660339	-0.0667234601918	0.533755249357	0.75176413343																																																																																																															
STE5_4	-0.027872101307	-0.305027090472	0.0675561303664	-0.453188224058	-0.218542994608	0.478048958785				-0.57093624255	-0.34677710286	-0.673365492978	0.145031549467	-0.751237223198	-0.307630562534	-0.446113143039	-0.494930086534		-0.355675643246	0.747035684688	0.425470899458	0.565297385878	-0.34723837052	0.0736856707713	-0.281437692481	-0.454324459171	-0.889461386057	-0.381658199413	-0.243516439767	0.0846336214658	0.170015791294	-0.684207896388	0.153696030592	0.350054078305	0.431447972688																																																																																																														
STE5_5	-0.524318691488	-0.301975789837	-0.218339005265	-0.548671477349	-0.255232131538	-0.146177236233				-0.10248178298	0.171251463267	0.00668982479517	-0.279103040966	0.577088406863	-0.598052150477	0.85042444175	0.189740931527		0.0273430339368	-0.337955670849	-0.292563794729	-0.626120900369	-0.421965595182	-0.731646830709	0.0454768870005	-0.218853326494	0.970245163671	0.582390025227	-0.22319657665	-0.229794779875	-0.43999602143	0.182095041276	0.596441935559	-0.0239610961175	0.00527364585885	-0.429037217128																																																																																																													
STE5_6	-0.403194820437	-0.300634037918	-0.483752247744	0.0159350597644	0.0933444078709	0.550371810048				0.498610258659	-0.594046467787	0.189530782704	-0.3496980511	-0.579485454867	0.22570051219	0.220197810229	-0.659108923876		-0.197525057907	0.610823804187	-0.46403463616	0.508103443697	0.583104071637	0.564330506198	-0.307468052017	-0.0824275476393	-0.947385434071	-0.514471224461	-0.012974430001	0.0520001748707	-0.225623449777	0.190587239969	-0.0664668466877	-0.345548228857	0.134928401583	0.152456529708	-0.0733464614353																																																																																																												
PDS1_1	0.418645323435	0.621069760346	0.848182043692	0.236950530719	0.529829152208	0.134085726375	0.8494266136	0.95824613812	-0.47311767592	-0.894770415053	0.992512077946	-0.449036490474	-0.298581814474	0.904943503866	-0.965128958737	0.0449736392244	0.329942623835		-0.536627266166	-0.535868816417	0.731281236791	0.0710840797483			0.523490837838	0.722023863101			-0.819467908846	-0.350992653788			0.150121273462	0.100161270366	0.124731617548	0.242314533461	-0.295862857762	-0.632616118777																																																																																																											
PDS1_2	0.541195962675	0.331764066347	-0.443300321454	-0.943353040497	-0.747006319698	0.684933493244	-0.441189039778	-0.18985724448	-0.923438145112	-0.0849417013448	-0.479677991036	-0.564503868087	0.367608154222	0.51287008344	-0.355861832774	0.841997025648	-0.982269479771		0.553391003985	0.795050677074	0.00843980906371	-0.820227102555			-0.999659160456	-0.960531432798			-0.266631168741	0.351267240691			0.53854975586	0.344996477028	0.702511302639	0.0575642521822	-0.0501130691937	0.699110450123	-0.0979937458199																																																																																																										
PDS1_3	0.492495072244	0.142229275114	0.0185244439411	-0.685137536512	-0.227354614344	0.950990874971	0.02087797871	0.282870915468	-0.996478115269	-0.747210953246	0.255653482429	-0.500072631469	0.495227293351	0.850180183523	-0.745735962495	0.933896981164	-0.999878372263		0.562006209853	0.219640509931	0.111778467577	-0.52304261041			-0.97359866372	-0.884172283236			-0.385196865055	0.403244793627			0.819093196565	0.639597968685	0.956140605596	0.384097082374	-0.0985410755933	0.262284100913	0.353415744365	0.69361748839																																																																																																									
SWI4_1	0.375016161504	0.00783565460751	0.314449183528	-0.683867204591	-0.412857519602	-0.0181448485288				-0.701342163041	-0.296699459669	-0.645118069754	0.3511187012	-0.384292048494	-0.584210123319	-0.281493742107	-0.358403378716		-0.38659009303	0.386143077827	0.80863846842	0.00908256265978	-0.460310717518	-0.424513664534	0.360909594429	-0.146140940626	-0.278131248762	-0.72449728929	-0.499001417857	-0.368957140333	-0.10602403376	-0.203432063724	-0.392977716734	0.114569221356	0.073154725288	0.683464472853	-0.950960913389	-0.338499104658	0.270132912668	0.41035937753	0.270665993871																																																																																																								
SWI4_2	0.498824394724	0.390858205114	0.194406198381	0.648307747719	0.498480860767	0.214441102454				0.408207467935	0.633438379428	-0.0594968999315	0.178789206284	0.259550382871	0.59605912123	-0.194939014929	-0.146096802682		0.212360064134	-0.0417800107029	-0.0592407235658	0.337661878139	0.507416048178	0.69502875802	-0.0650427994158	-0.00500789957802	-0.368227052328	0.225897518413	0.189880112138	0.754450032976	0.879280875211	0.0910325315375	0.0532292179818	0.780021211103	0.597602559652	0.63020354376	-0.530934097006	-0.262198114792	0.0190072332392	0.219769815525	0.478730881002	-0.271788732045																																																																																																							
BCK2_1	0.569451801104	-0.0559083726712		0.000360376625349	-0.276380670347	0.255630829234	0.999990075171	0.948500048201	0.69484658952	-0.275781965827	-0.24591153688	-0.265295027015	0.914552235161	-0.801520078319	0.365272517429	-0.478999766784	0.810240337892		0.667464312222	-0.329564756855	0.431167678305	-0.085878184736	0.0103386706006	0.199942971675	0.666650014203	0.688529549102			0.430099684877	0.853385578109	0.999951979158	-0.061629085126	0.250581770731	0.93235934949	0.684781640726	0.422376945119	-0.345108146744	-0.754195882744				0.352122033024	0.93338960218																																																																																																						
BCK2_2	-0.436914261012	-0.616937727302	0.986327910678	0.165150015853	0.794454862798	0.4019826345	0.985583914821	0.883328941476	0.803859921943	-0.889377194399	0.998593292467	-0.133426967472	0.155653705057	-0.889103485119	0.513685854971	-0.743958229755	-0.756889989997		-0.340646877511	0.543197542362	0.205765235709	0.839001824396	-0.84734883479	0.692672155883	-0.878826881044	-0.864243066799			-0.262663536897	-0.252773717615	0.230859805577	-0.964325928616	-0.319129648172	-0.0671365452595	0.00933868330998	0.762571755086	-0.525885510344	-0.577986844442				0.0929418643865	0.215423348264	0.239236425296																																																																																																					
CDC55_1	-0.154271524349	0.285856169617	0.219170522803	0.631729781948	0.465748981707	0.268253535358	0.947381381241	0.998204374847	-0.259756606697	0.375948971004	0.258944965392	0.220879920051	-0.177041349798	-0.256192427546	0.612653824469	-0.261874182668	-0.422074188057		-0.412394763698	0.535162180866	-0.214861352869	0.761126655586	0.726536591219	0.835981118783	0.155403245708	0.291957497736	-0.31486538627	0.266546626963	0.331267516547	0.292574351168	0.469622355803	-0.106756818223	-0.710981924783	-0.25404259446	-0.0928971317329	-0.00945829021889	-0.610235208527	0.526336763869	0.926605206085	-0.268687169652	0.00493576847016	-0.501402853101	0.561414549928																																																																																																						
CDC55_2	-0.209979195548	0.16025307476	0.329000830997	0.445954465064	0.523834045128	0.115936538134	0.991670917805	0.922972425903	0.191046905855	0.499671385587	0.403113511762	0.269946049766	-0.0248336474399	-0.391015527348	0.311658697675	-0.230496558693	-0.163711212288		-0.507707148553	0.165483693015	0.038923232371	0.609377297981	0.648117872604	0.562134080944	0.196237748944	0.334064805	-0.317589136572	0.372253791568	0.0454585171024	0.0436730898987	0.225411256501	-0.00905033237616	-0.702473282114	-0.707566634687	-0.553518690715	-0.385155443142	-0.490622562703	0.279609822515	0.362061058187	-0.313725881959	-0.55427570119	-0.393209133038	0.335626287			0.662197528406																																																																																																			
CDC20_1	0.315366215539	0.314503025266	0.306909477388	0.193531920803	0.134881447706	0.145237785625				-0.107966912804	-0.00547209899541	-0.480936356614	0.530603284237	-0.379924213632	0.164679532949	-0.486124614355	-0.233031429571		-0.0263167505186	0.31379613412	0.321211964389	0.387823834559	-0.0133251402252	0.410905009144	-0.322268184816	-0.510085029084	-0.196796476729	-0.693604768791	-0.0519885413196	0.418661069824	0.665068165652	-0.457367021601	0.259376789147	0.659723308082	0.723162677183	0.83615875531	-0.465016901622	-0.00541508626613	0.188375894045	0.223148310932	0.658788017338	0.438933665385	0.693643636045	0.853301096993	0.555370795066	0.0843000007296	-0.218333410158																																																																																																		
CDC20_2	-0.134150598188	0.11670236425	0.248284372887	-0.502773405861	0.295748017871	-0.0395899137092				-0.420470003638	-0.401800293321	-0.258649131958	0.117706917262	0.0502115261264	0.080067402871	-0.109998202121	-0.454943847792		-0.425188744885	0.351518962947	0.353763394451	0.600392746224	0.287962577775	0.409428774684	0.224328069153	-0.0537263509874	-0.554862812201	-0.424713672585	0.142382362492	-0.237950380783	0.21337550854	0.375818372821	-0.267155935519	0.0472311171811	-0.0460444324483	0.7044456937	-0.482801423642	0.320543824194	0.0287190987065	-0.339597100006	-0.426643788297	0.589305016203	0.00541760258244	0.0643968750096	0.573371520849	0.318335744481	0.170662480232	0.132232102315																																																																																																	
CDC20_3	-0.278409953621	0.178479950463	-0.0134889618829	0.274873916599	0.644314245876	0.366179826618				0.100309805361	-0.0601920123498	0.0810504311034	0.0851583811956	-0.154574817301	0.649065535736	-0.135335119246	-0.572150654589		-0.0468035219056	0.384551532796	-0.197486099677	0.846961462443	0.50227949681	0.8609777047	-0.148311201167	-0.288628655751	-0.757494522877	-0.121809480798	0.58590948298	0.298542426023	0.547660696582	-0.0412791409721	-0.693465094339	-0.0362389080188	0.00968275687285	0.340192794755	-0.572137271733	0.593676063108	-0.770479167135	0.23535385276	-0.10570989673	-0.184310818698	0.52488064294	-0.0227568307667	0.49980097968	0.679434284195	0.368159065741	0.26645712539	0.594105966837																																																																																																
CDH1_1	0.0978878236319	0.211148887481	0.27797154018	-0.261599099196	-0.40333939221	-0.410053067426				-0.185880632178	-0.174226531707	0.00861073199646	-0.101116825249	-0.119610224416	-0.394540654417	-0.349261512657	0.342019710081		-0.412173225869	-0.294983899349	0.221437046265	-0.122890543054	0.0268377779144	-0.177878430411	0.244987039144	0.168318250934	0.403767010893	-0.482464774632	0.0729720117332	-0.247590025597	-0.299401110926	-0.0280002348482	0.0664318569026	-0.0278638514499	-0.523855368685	-0.155095774757	0.347922646291	-0.546942356104	0.0887558029338	-0.692896202727	-0.877888023257	0.186016643705	-0.603528252819	-0.285499370648	-0.421344961526	-0.408103952719	-0.198348503074	-0.205775981396	0.132964111594	-0.287195508655																																																																																															
CDH1_2	0.0202372516632	0.57448529484	0.368026787669	0.336252713509	0.708322567309	0.432537341464				0.244025446834	0.187716753901	-0.073543105652	0.223632623636	-0.0689444116811	0.527194393013	-0.0720685331264	-0.573491431959		-0.0680628746091	0.0711349805627	0.0207407718207	0.680299987375	0.415766538252	0.791196218877	-0.0219282602347	-0.195185260484	-0.777366027877	0.0841146291524	0.330149563318	0.494314177155	0.735048074534	-0.15261295879	-0.519700612622	0.379248990874	0.318310342867	0.128290557678	-0.504421239668	0.358676220057	-0.223286231811	0.571560443737	0.618498194474	-0.331176480495	0.856511233973	0.837882555362	-0.0468048580555	0.578004925495	0.411806405902	0.402634774628	0.37703731041	0.805472302879	-0.327072841541																																																																																														
CDH1_3	-0.000403271663145	0.198405232058	0.295573858261	0.158567876576	0.286974004256	0.401443488966				0.193369683392	0.295769088448	-0.459988974715	-0.110794224992	-0.514167047632	0.0520563648826	-0.433724008972	-0.563367221191		-0.202615567548	0.649620860121	0.225524468225	0.631909349321	-0.155653602636	0.522044022366	-0.358698329408	-0.50257675962	-0.56260419841	-0.116850711903	-0.0589828641902	0.46194266143	0.324381465163	-0.704947133126	0.0934348222453	0.067186384092	0.270763091581	0.909092820059	-0.369927157992	0.414589398608	0.291445486307	0.375698075972	0.30546895949	0.456144266969	0.164456644585	-0.0294079016658	0.614033838807	0.389326387223	0.198015743575	0.533819357679	0.225879653181	0.495203570701	-0.0874937257089	0.484247760645																																																																																													
ESP1_1	0.112080239418	-0.0667642525728	-0.287457493443	-0.17716667934	-0.0605525789727	-0.0576565420977	-0.659255066325	-0.833677712069	0.708871080828	-0.134916596116	0.0266877294509	-0.0672341236696	0.614844785055	-0.0400658784495	-0.160862634866	-0.23180351729	-0.130018030007		0.493491113887	-0.242183217414	-0.0328177869372	-0.091206185966	-0.489286288897	-0.28454251423	-0.0345517667137	-0.393838241314	-0.270434394257	-0.769538378483	0.16183744578	-0.0134366329495	0.179562615938	-0.0159173060119	0.397208961616	0.202281118288	0.0834537495111	0.131007519351	0.258243719213	-0.192138952391	-0.551424337631	-0.311496583374	-0.028204764448	0.1410646113	0.00760930180878			-0.43294223355	-0.392419970926	0.339462152663	-0.0590355766793	-0.0683124895128	0.0739796035355	0.0587927389678	-0.0502117589218																																																																																												
ESP1_2	-0.0478086860705	-0.585853026748	-0.479319778403	-0.631984710899	-0.677709684758	-0.180939215664	-0.719623399455	-0.511864129467	-0.73834213294	-0.213987046759	-0.319652928398	0.147433298518	-0.541661872757	0.492828290179	-0.205414794264	0.492354226411	0.420699118522		0.0338501808214	0.0825052721594	-0.191103554188	-0.580565708513	-0.233196656304	-0.511951071174	0.160302604548	0.302851943231	0.447209494235	0.405318147909	-0.158306385075	-0.277133756828	-0.471213206273	0.388184153406	0.625114061177	0.696493636187	0.823206086125	0.243633130849	0.501793573182	0.267902445305	-0.282182134447	0.87144068799	0.779729237715	0.0626487959875	-0.200358162106			-0.455727402714	-0.495761535695	-0.325755892408	0.00546924110553	-0.338982127349	-0.276161069224	-0.629861825248	-0.545693959281	-0.180695701545																																																																																											
ESP1_3	-0.0401270765751	-0.499011524839	-0.447011565912	-0.529457257305	-0.438796087297	-0.0561893422534	-0.706188912106	-0.49531246504	-0.751127076384	-0.22392885985	-0.309131031596	0.138578737995	-0.395561366484	0.265870409397	0.0567695587541	0.484662157848	0.27105781833		-0.198248950618	0.231012969567	-0.0697450325442	-0.222403647721	0.200335151152	-0.202443308301	0.381836785605	0.423495127961	0.00238413379394	0.161904615909	0.0748395721014	-0.352337934556	-0.195363248303	0.627502160371	-0.0433916727492	0.474150769418	0.730624231588	0.413509798611	-0.386551622261	0.702181729151	-0.290128550268	0.884820643084	0.713422944936	0.265103603693	0.260073188717			-0.178735705762	-0.195164130412	-0.278590038936	0.369537894943	0.0200599032801	-0.443603867659	-0.342139873878	-0.515184512734	-0.226077964405	0.822425954295																																																																																										
PFK1_1	0.444366751434	0.152361528529	-0.187163292368	-0.204308664644	-0.271301467291	-0.0526924383517	-0.991914133042	-0.950643137875	-0.861087329765	-0.186252827278	-0.025974265116	-0.391989499095	0.60989432949	0.199480947176	-0.305322331094	-0.176444264225	-0.0937900481808		0.29024621505	-0.00188348420012	0.341825485707	-0.141871575705	0.242961366742	-0.0688880537545	0.0190754980056	-0.134773716796	-0.0420117073382	-0.522233014096	0.162820370994	0.208150762347	0.349511231086	0.144535333508	-0.0479879023095	0.45543749033	0.160708403202	0.255557385845	-0.299264256414	-0.207712352679	-0.996432610561	0.572314821713	0.394146271409	0.457859275565	0.325354020406	0.823229649358	-0.741985138578	-0.374983145567	-0.297158526418	0.403216355265	0.0655174003589	0.031074690288	0.121854336877	0.0671762556447	0.076251791258	0.730916087725	-0.0692911961669	-0.00243658846821																																																																																									
PFK1_2	-0.172718793365	-0.568645912193	-0.425395654028	0.0746418156795	-0.114635972654	-0.114802067345	-0.854151470514	-0.741750506874	-0.993535556305	0.179624220569	-0.0249728453013	0.653463949727	-0.553257699171	0.459518743615	0.0597903527344	0.28784117216	0.582697390192		0.192570354434	-0.276353470243	-0.545700329849	-0.31201714066	0.152642134767	-0.434462231408	0.0798293628179	0.510258905845	0.526186792021	0.673257796284	0.116945061792	-0.114794722981	-0.438072495572	0.264055472971	-0.712052828713	-0.425403277649	-0.437695982371	-0.770332845256	-0.404002339345	0.231299176522	-0.511003545886	0.999933660478	0.976825552212	-0.759787219297	0.320635121982	0.311945701376	-0.996395336083	0.0143725040146	0.0932375982931	-0.637516805908	-0.458827200387	-0.270388540307	-0.369938159339	-0.330920242404	-0.628278727092	-0.433901020186	0.586949113176	0.569451984158	-0.176733356078																																																																																								
